group_name,group_level,strata_name,strata_level,variable_name,variable_level,variable_type,estimate_type,estimate,estimate_suppressed,standard_concept_name,standard_concept_id,source_concept_name,source_concept_id,domain_id,codelist_name,cohort_name,cdm_name
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) (37708663) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,108,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",37708663,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) (45733787) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd),45733787,drug,influenza_2,influenza,CPRD GOLD
Codelist,Overall,Overall,Overall,Person count,Overall,Numeric,Count,23617,FALSE,NA,NA,NA,NA,NA,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (36668949) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,64,FALSE,"Influenza, seasonal, injectable",40213153,"Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",36668949,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Fluvirin vaccine suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd) (45730883) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,1266,FALSE,"Influenza, seasonal, injectable",40213153,Fluvirin vaccine suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd),45730883,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: First pandemic influenza vaccination (45428835) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,975,FALSE,"influenza virus vaccine, unspecified formulation",40213158,First pandemic influenza vaccination,45428835,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd) (37708665) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd)",37708665,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (37708673) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd),37708673,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) (37708663) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,99,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",37708663,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Flu vaccination administration (45522900) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,304,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Flu vaccination administration,45522900,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Influenza vaccination given by other healthcare provider (45505393) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,156,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Influenza vaccination given by other healthcare provider,45505393,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) 9microgram strain suspension for injection 0.1ml pre-filled syringes (37834340) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,10,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) 9microgram strain suspension for injection 0.1ml pre-filled syringes",37834340,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Seasonal influenza vaccination (45492214) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,13956,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Seasonal influenza vaccination,45492214,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Agrippal vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (45733505) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,257,FALSE,"Influenza, seasonal, injectable",40213153,Agrippal vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd),45733505,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (37708667) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,126,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",37708667,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Influenza vaccination (45458696) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,16381,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Influenza vaccination,45458696,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd) (45738413) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd)",45738413,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) (45735513) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,130,FALSE,"Influenza, seasonal, injectable",40213153,Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd),45735513,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Fluad vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (42871154) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,148,FALSE,"Influenza, seasonal, injectable",40213153,Fluad vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd),42871154,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Quadrivalent vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) (42522370) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,154,FALSE,"Influenza, seasonal, injectable",40213153,"Quadrivalent vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",42522370,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syrin (35401509) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,12,FALSE,"Influenza, seasonal, injectable",40213153,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syrin",35401509,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd) (45737043) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,89,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd)",45737043,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) (42871160) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan),42871160,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) (45741087) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,71,FALSE,"Influenza, seasonal, injectable",40213153,Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd),45741087,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) (42871161) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,23,FALSE,"Influenza, seasonal, injectable",40213153,Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Mylan),42871161,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Influenza vacc. administratn. (45439557) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,456,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Influenza vacc. administratn.,45439557,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (45742638) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,2535,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",45742638,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Flucelvax Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (36668615) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,53,FALSE,"Influenza, seasonal, injectable",40213153,Flucelvax Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd),36668615,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes (45737664) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,50,FALSE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes",45737664,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Fluarix Tetra vaccine suspension for injection 0.5ml pre-filled syringes (GlaxoSmithKline UK Ltd) (37724678) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,13,FALSE,"Influenza, seasonal, injectable",40213153,Fluarix Tetra vaccine suspension for injection 0.5ml pre-filled syringes (GlaxoSmithKline UK Ltd),37724678,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) (45736002) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,816,FALSE,"Influenza, seasonal, injectable",40213153,Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan),45736002,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (36667069) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,48,FALSE,"Influenza, seasonal, injectable",40213153,"Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd)",36667069,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Influenza vacc.administrat.NOS (45436273) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,348,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Influenza vacc.administrat.NOS,45436273,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Enzira vaccine suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd) (45733829) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,584,FALSE,"Influenza, seasonal, injectable",40213153,Enzira vaccine suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd),45733829,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (45737665) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,62,FALSE,"Influenza, seasonal, injectable",40213153,Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd),45737665,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) (37724497) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,12,FALSE,"Influenza, seasonal, injectable",40213153,Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd),37724497,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes (37744351) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,"Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",37744351,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Second pandemic influenza vaccination (45488917) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,32,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Second pandemic influenza vaccination,45488917,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: Seasonal influenza vaccination given in school (940615) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,5,FALSE,"influenza virus vaccine, unspecified formulation",40213158,Seasonal influenza vaccination given in school,940615,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) (45733787) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd),45733787,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Begrivac vaccine suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd) (45735492) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,638,FALSE,"Influenza, seasonal, injectable",40213153,Begrivac vaccine suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd),45735492,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes (Masta Ltd) (45734328) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,143,FALSE,"Influenza, seasonal, injectable",40213153,Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes (Masta Ltd),45734328,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Fluarix vaccine suspension for injection 0.5ml pre-filled syringes (GlaxoSmithKline UK Ltd) (45731580) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,651,FALSE,"Influenza, seasonal, injectable",40213153,Fluarix vaccine suspension for injection 0.5ml pre-filled syringes (GlaxoSmithKline UK Ltd),45731580,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: FLU/VAC/SPLIT-MERIEUX PREFILLED SYRINGE VAC (37837868) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,219,FALSE,"influenza virus vaccine, unspecified formulation",40213158,FLU/VAC/SPLIT-MERIEUX PREFILLED SYRINGE VAC,37837868,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Fluad vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) (36668614) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,56,FALSE,"Influenza, seasonal, injectable",40213153,Fluad vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd),36668614,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (37834477) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Influenza, seasonal, injectable",40213153,Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd),37834477,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: influenza virus vaccine, unspecified formulation (40213158) Source concept: First pandemic influenza vaccination given by other healthcare provider (45455372) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,22,FALSE,"influenza virus vaccine, unspecified formulation",40213158,First pandemic influenza vaccination given by other healthcare provider,45455372,drug,influenza_2,influenza,CPRD GOLD
By concept,"Standard concept: Influenza, seasonal, injectable (40213153) Source concept: Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) (45741088) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,581,FALSE,"Influenza, seasonal, injectable",40213153,Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan),45741088,drug,influenza_2,influenza,CPRD GOLD
Codelist,Overall,Overall,Overall,Record count,Overall,Numeric,Count,8,FALSE,NA,NA,NA,NA,NA,Janssen vaccine,janssen,CPRD GOLD
By concept,"Standard concept: SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension (739906) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,8,FALSE,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension",739906,Admin first dse SARS-CoV-2 vac,940616,drug,Janssen vaccine,janssen,CPRD GOLD
Codelist,Overall,Overall,Overall,Person count,Overall,Numeric,Count,8,FALSE,NA,NA,NA,NA,NA,Janssen vaccine,janssen,CPRD GOLD
By concept,"Standard concept: SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension (739906) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,8,FALSE,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension",739906,Admin first dse SARS-CoV-2 vac,940616,drug,Janssen vaccine,janssen,CPRD GOLD
Codelist,Overall,Overall,Overall,Record count,Overall,Numeric,Count,7807,FALSE,NA,NA,NA,NA,NA,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin fourth SARS-CoV-2 vac (940624) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,9,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin fourth SARS-CoV-2 vac,940624,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin sec dose SARS-CoV-2 vacc (940617) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,1150,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin sec dose SARS-CoV-2 vacc,940617,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin third dse SARS-CoV-2 vac (940623) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,49,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin third dse SARS-CoV-2 vac,940623,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,6598,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin first dse SARS-CoV-2 vac,940616,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin fifth dse SARS-CoV-2 vac (940625) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin fifth dse SARS-CoV-2 vac,940625,drug,Moderna vaccine,moderna,CPRD GOLD
Codelist,Overall,Overall,Overall,Person count,Overall,Numeric,Count,5676,FALSE,NA,NA,NA,NA,NA,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin fourth SARS-CoV-2 vac (940624) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,9,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin fourth SARS-CoV-2 vac,940624,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin sec dose SARS-CoV-2 vacc (940617) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,1143,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin sec dose SARS-CoV-2 vacc,940617,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin third dse SARS-CoV-2 vac (940623) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,49,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin third dse SARS-CoV-2 vac,940623,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,5125,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin first dse SARS-CoV-2 vac,940616,drug,Moderna vaccine,moderna,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension (37003518) Source concept: Admin fifth dse SARS-CoV-2 vac (940625) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",37003518,Admin fifth dse SARS-CoV-2 vac,940625,drug,Moderna vaccine,moderna,CPRD GOLD
Codelist,Overall,Overall,Overall,Record count,Overall,Numeric,Count,24601,FALSE,NA,NA,NA,NA,NA,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,16709,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin first dse SARS-CoV-2 vac,940616,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin fourth SARS-CoV-2 vac (940624) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,221,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin fourth SARS-CoV-2 vac,940624,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin third dse SARS-CoV-2 vac (940623) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,245,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin third dse SARS-CoV-2 vac,940623,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin fifth dse SARS-CoV-2 vac (940625) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,7,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin fifth dse SARS-CoV-2 vac,940625,drug,Pfizer vaccine,pfizer,CPRD GOLD
