NCO_name,concept_id,concept_name
Salmonella,4017271,Salmonella Dibra
Salmonella,4017431,Salmonella enterica subspecies enterica serovar Typhi somatic antigen
Salmonella,4017701,Salmonella Burundi
Salmonella,4017702,Salmonella II 41:d:z6
Salmonella,4017703,Salmonella Samaru
Salmonella,4017704,Salmonella Verona
Salmonella,4017705,Salmonella IV 41:z52:-
Salmonella,4017706,Salmonella II 42:b:z6
Salmonella,4017707,"Salmonella II 42:z10:1,2"
Salmonella,4017708,"Salmonella IIIa 43:g,z51:-"
Salmonella,4017710,"Salmonella II 43:l,z13,z28:1,5"
Salmonella,4017711,Salmonella Arusha
Salmonella,4017712,"Salmonella IV 43:z4,z32:-"
Salmonella,4017713,"Salmonella IV 43:z36,z38:-"
Salmonella,4017714,Salmonella IV 44:a:-
Salmonella,4017715,Salmonella Splott
Salmonella,4017716,Salmonella IV 44:z29:-
Salmonella,4017717,Salmonella Warmsen
Salmonella,4017718,Salmonella Kofandoka
Salmonella,4017719,Salmonella II 45:z:z39
Salmonella,4017720,"Salmonella IIIa 45:z4,z23:-"
Salmonella,4017721,"Salmonella II 47:a:1,5"
Salmonella,4017722,"Salmonella IIIa 47:g,z51:-"
Salmonella,4018175,Salmonella Newlands
Salmonella,4018230,Salmonella II 43:b:z42
Salmonella,4018231,Salmonella Orleans
Salmonella,4018232,Salmonella Voulte
Salmonella,4018233,"Salmonella II 43:z4,z23:-"
Salmonella,4018234,"Salmonella IV 43:z4,z23:-"
Salmonella,4018235,"Salmonella II 43:z42:1,5,7"
Salmonella,4018237,Salmonella V 44:r:-
Salmonella,4018238,Salmonella Bolama
Salmonella,4018239,"Salmonella II 45:z:1,5"
Salmonella,4018240,Salmonella Aprad
Salmonella,4018242,"Salmonella IV 45:z36,z38:-"
Salmonella,4018243,Salmonella Binche
Salmonella,4018244,Salmonella Namoda
Salmonella,4018245,Salmonella IV 47:z36:-
Salmonella,4018246,Salmonella V 48:b:-
Salmonella,4018247,Salmonella Sundsvall
Salmonella,4018248,"Salmonella II 48:e,n,x,z15:z6"
Salmonella,4018249,"Salmonella IV 48:g,z51:-"
Salmonella,4018250,"Salmonella II 48:z:1,5"
Salmonella,4018252,Salmonella Hemingford
Salmonella,4018253,"Salmonella II 50: g,[m],s,t:[1,5]"
Salmonella,4018254,Salmonella IIIb 50:z52:z53
Salmonella,4018255,Salmonella II 51:c:-
Salmonella,4018257,Salmonella Bergues
Salmonella,4018258,"Salmonella II 51:-:1,7"
Salmonella,4018259,Salmonella Bordeaux
Salmonella,4018260,Salmonella IIIb 52:z:z52
Salmonella,4018261,Salmonella IIIb 53:k:z53
Salmonella,4018262,"Salmonella II 53:l,z28:e,n,x"
Salmonella,4018263,Salmonella IIIb 53:z10:z
Salmonella,4018264,"Salmonella IV 1,53:z36,z38:-"
Salmonella,4018265,Salmonella Batonrouge
Salmonella,4018266,"Salmonella II 58:l,z13,z28:z6"
Salmonella,4018267,"Salmonella II 58:z39:e,n,x,z15"
Salmonella,4018268,"Salmonella IIIb 59:c:e,n,x,z15"
Salmonella,4018269,"Salmonella II 65:g,t:-"
Salmonella,4018270,Salmonella V 66:z35:-
Salmonella,4018271,Salmonella V 66:z81:-
Salmonella,4013410,Salmonella Adelaide
Salmonella,4014240,Salmonella Aqua
Salmonella,4014253,Salmonella Othmarschen
Salmonella,4014945,"Salmonella II 1,13,23:b:[1,5]:z42"
Salmonella,4014946,Salmonella Vridi
Salmonella,4014947,"Salmonella II 1,13,23:z:z42"
Salmonella,4014948,"Salmonella IIIa 13,22:z4,z23:-"
Salmonella,4014949,"Salmonella II 1,13,22:z10:z6"
Salmonella,4014950,"Salmonella II 13,22:z29:e,n,x"
Salmonella,4014951,"Salmonella VI 1,6,14,25:a:e,n,x"
Salmonella,4014952,Salmonella Sylvania
Salmonella,4014953,"Salmonella II 6,14,[24]:k:1,6"
Salmonella,4014954,Salmonella Kanifing
Salmonella,4014955,"Salmonella IIIb 6,14:z10:z53"
Salmonella,4014956,Salmonella Vegesack
Salmonella,4014957,Salmonella Yoruba
Salmonella,4014958,"Salmonella II 16:e,n,x:1,(5),7"
Salmonella,4014959,"Salmonella II g,[m],[s],t:[e,n,x]"
Salmonella,4014960,Salmonella Brunflo
Salmonella,4014961,"Salmonella II 16:z4,z23:-"
Salmonella,4014962,"Salmonella II 16:z4,z24:-"
Salmonella,4014963,"Salmonella IV 16:z4,z32:-"
Salmonella,4014964,Salmonella Trier
Salmonella,4014965,Salmonella Dahra
Salmonella,4014966,Salmonella Karlshamn
Salmonella,4014967,"Salmonella II 17:g,t:[e,n,x,z15]"
Salmonella,4014968,Salmonella Zaria
Salmonella,4014969,Salmonella IIIb 17:k:z
Salmonella,4014970,"Salmonella II 17:z:1,7"
Salmonella,4014971,"Salmonella II 17:z:l,w:z42"
Salmonella,4014974,Salmonella Koessen
Salmonella,4014975,Salmonella Huettwillen
Salmonella,4014976,"Salmonella II 1,4,12,27:a:z39"
Salmonella,4014977,"Salmonella II 1,4,[5],12:f,g,t:z6:z42"
Salmonella,4014979,"Salmonella II 1,4,12,27:k:1,6"
Salmonella,4014980,"Salmonella II 4,12:l,w:e,n,x"
Salmonella,4014981,"Salmonella II 4,12:z:1,7"
Salmonella,4014983,"Salmonella II 6,7:d:z42"
Salmonella,4014984,"Salmonella II 6,7:l,z28:1,5:[z42]"
Salmonella,4014985,Salmonella Poitiers
Salmonella,4014986,"Salmonella II 6,7:z:1,5"
Salmonella,4019377,"Salmonella II 6,7:-:1,6"
Salmonella,4019378,Salmonella Palamaner
Salmonella,4020059,"Salmonella, serogroup E"
Salmonella,4021050,"Salmonella, serogroup C"
Salmonella,4021053,Salmonella Damman
Salmonella,4021054,Salmonella Wilmington
Salmonella,4012712,Salmonella somatic antigen
Salmonella,4012984,Salmonella Bournemouth
Salmonella,4014817,Salmonella enterica subspecies enterica serovar Butantan var O:15+
Salmonella,4014819,Salmonella Souza var 15+
Salmonella,4014820,Salmonella Vejle var 15+
Salmonella,4014821,Salmonella Muenster var 15+
Salmonella,4014822,Salmonella Anatum var 15+
Salmonella,4014823,Salmonella Westhampton var 15+
Salmonella,4014824,Salmonella Give var 15+
Salmonella,4014825,Salmonella Uganda var 15+
Salmonella,4014826,Salmonella Amager var 15+
Salmonella,4014827,Salmonella Lexington var 15+
Salmonella,4014828,"Salmonella Muenster var 15+,34+"
Salmonella,4014830,Salmonella Alkmaar
Salmonella,4014831,Salmonella Bida
Salmonella,4014832,Salmonella Oersterbro
Salmonella,4014833,Salmonella Slade
Salmonella,4014834,Salmonella Woodinville
Salmonella,4014835,Salmonella Abuja
Salmonella,4014836,Salmonella Missouri
Salmonella,4014837,"Salmonella II 11:g,[m],s,t:z39"
Salmonella,4014838,Salmonella IIIb 11:k:z53
Salmonella,4014839,"Salmonella IIIb 11:l,v:z"
Salmonella,4014840,Salmonella Tours
Salmonella,4014841,"Salmonella II 11:z:e,n,x"
Salmonella,4014842,"Salmonella IIIa 11:z4,z23:-"
Salmonella,4014843,"Salmonella II 1,13,23:a:e,n,x"
Salmonella,4014844,"Salmonella II 1,13,23:a:z42"
Salmonella,4015082,"Salmonella II 6,7:z4,z24:z42"
Salmonella,4015083,"Salmonella II 6,7:z36:z42"
Salmonella,4015084,"Salmonella II 6,7:z:z42"
Salmonella,4015085,Salmonella Rissen var 14+
Salmonella,4015086,Salmonella Gdansk var 14+
Salmonella,4015087,Salmonella Valdosta
Salmonella,4015088,"Salmonella II 6,8:b:1,5"
Salmonella,4015089,Salmonella Portanigra
Salmonella,4015090,"Salmonella II 6,8:f,g:e,n,z15"
Salmonella,4015091,Salmonella Magherafelt
Salmonella,4015093,"Salmonella II 6,8:l,w:z6:z42"
Salmonella,4015094,"Salmonella II 6,8:l,z28:e,n,x"
Salmonella,4015095,Salmonella Noya
Salmonella,4015096,"Salmonella II 6,8:z29:1,2"
Salmonella,4015097,Salmonella Dunkwa
Salmonella,4015098,Salmonella Bangui
Salmonella,4015099,"Salmonella II 9,12:e,n,x:1,[5],7"
Salmonella,4015100,"Salmonella II 9,12:g,s,t:e,n,x"
Salmonella,4015101,Salmonella Kotu
Salmonella,4015102,"Salmonella II 1,9,12:y:z39"
Salmonella,4015103,Salmonella Franken
Salmonella,4015105,"Salmonella II 9,12:z29:1,5"
Salmonella,4015107,Salmonella Nordrhein
Salmonella,4015694,Salmonella II 17:c:z39
Salmonella,4015695,"Salmonella IIIb 18:l,v:z53"
Salmonella,4015696,Salmonella Leer
Salmonella,4015697,Salmonella Delmenhorst
Salmonella,4015698,"Salmonella IIIb 21:c:e,n,x,z15"
Salmonella,4015699,Salmonella IIIb 21:r:z
Salmonella,4015700,Salmonella Ibaragi
Salmonella,4015702,Salmonella II 21:z10:[z6]
Salmonella,4015703,"Salmonella II 28:a:e,n,x"
Salmonella,4016021,Salmonella Goelzau var 15+
Salmonella,4016022,Salmonella Amsterdam var. 15+
Salmonella,4016023,Salmonella London var 15+
Salmonella,4016025,"Salmonella Anatum var 15+, 34+"
Salmonella,4016026,"Salmonella Give var 15+, 34+"
Salmonella,4016027,Salmonella Niumi
Salmonella,4016030,Salmonella Fulda
Salmonella,4016031,Salmonella Kindia
Salmonella,4016032,Salmonella Kainji
Salmonella,4016033,"Salmonella II 11:a:d:e,n,z15"
Salmonella,4016034,"Salmonella VI 11:b:1,7"
Salmonella,4016035,Salmonella Brindisi
Salmonella,4016036,Salmonella Ati
Salmonella,4016037,"Salmonella IV 11:g,z51:-"
Salmonella,4016038,"Salmonella II 11:m,t:e,n,x"
Salmonella,4016226,"Salmonella II 6,7:g,t:e,n,x:z42"
Salmonella,4016413,"Salmonella II 28:z29:e,n,x"
Salmonella,4016414,"Salmonella II 30:g,t:-"
Salmonella,4016415,"Salmonella II 38:d:1,5"
Salmonella,4016416,"Salmonella II 38:g,t:-"
Salmonella,4016417,Salmonella Taylor
Salmonella,4016418,Salmonella Stachus
Salmonella,4016419,Salmonella Neunkirchen
Salmonella,4016420,"Salmonella II 39:l,v:1,5"
Salmonella,4016421,"Salmonella II 39:l,z28:e,n,x"
Salmonella,4016422,"Salmonella II 1,40:e,n,x,z15 :1,6"
Salmonella,4016423,"Salmonella II 1,40:g,[m],[s],t:1,5"
Salmonella,4016424,"Salmonella II 40:g,t:z39"
Salmonella,4016425,"Salmonella IIIa 40:g,z51:-"
Salmonella,4016426,Salmonella II 40:k:z6
Salmonella,4016427,Salmonella Canary
Salmonella,4016428,"Salmonella II 40:l,v:e,n,x"
Salmonella,4016429,Salmonella Tiko
Salmonella,4016430,"Salmonella II 1,40:l,z28:z39"
Salmonella,4022087,Salmonella Norwich
Salmonella,4022234,Salmonella group O:54
Salmonella,4022335,Salmonella group O:56
Salmonella,4022336,Salmonella group O:60
Salmonella,4022337,Salmonella group O:63
Salmonella,4022338,Salmonella group O:67
Salmonella,4023311,"Salmonella II, 4,12:l,z28:-"
Salmonella,4023586,"Salmonella serotype C2,6,8:z10:-"
Salmonella,4023599,"Salmonella enteritidis, phage type 4"
Salmonella,4023610,Salmonella Giza
Salmonella,4014911,Salmonella Dakota
Salmonella,4015108,"Salmonella II 9,46:z4,z24:z39:z42"
Salmonella,4015109,"Salmonella II 3,10:m,t:1,5"
Salmonella,4015110,Salmonella Tibati
Salmonella,4015111,"Salmonella II 3,10:z:e,n,x"
Salmonella,4015112,"Salmonella II 3,10:z38:z42"
Salmonella,4015802,Salmonella IIIb 42:z10:z67
Salmonella,4015803,Salmonella Tema
Salmonella,4015804,Salmonella Niederoderwitz
Salmonella,4015805,"Salmonella II 43:g,m,[s],t:[z42]"
Salmonella,4015806,Salmonella Sudan
Salmonella,4015807,Salmonella Makiling
Salmonella,4015808,Salmonella Maritzburg
Salmonella,4015809,Salmonella II 45:a:z10
Salmonella,4015811,Salmonella Verviers
Salmonella,4015812,Salmonella Imo
Salmonella,4015813,Salmonella Yopougon
Salmonella,4016281,"Salmonella IV 6,7:g:z51:-"
Salmonella,4016282,"Salmonella II 6,7:l,z28:e,n,x"
Salmonella,4016283,Salmonella Ohio var 14+
Salmonella,4016284,Salmonella Amersfoort var 14+
Salmonella,4016285,Salmonella Lille var 14+
Salmonella,4016286,"Salmonella II 6,8:a:z39"
Salmonella,4016287,"Salmonella II 6,8:a:z52"
Salmonella,4016288,"Salmonella II 6,8:m,t:1,5"
Salmonella,4016289,Salmonella Phaliron
Salmonella,4016290,Salmonella Eschberg
Salmonella,4016291,"Salmonella II 1,9,12:m,t:1,5"
Salmonella,4016292,"Salmonella II 1,9,12:m,t:z39"
Salmonella,4016293,"Salmonella II 9,12:l,z28:1,5:[z42]"
Salmonella,4016294,Salmonella Powell
Salmonella,4016295,Salmonella Natal
Salmonella,4016296,Salmonella Ackwepe
Salmonella,4016297,Salmonella Irchel
Salmonella,4016298,"Salmonella II 9,46:z:e,n,x"
Salmonella,4016299,"Salmonella II 3,10:a:e,n,x"
Salmonella,4016300,"Salmonella II 3,10:a:l,v"
Salmonella,4016301,Salmonella Lamberhurst
Salmonella,4016303,Salmonella Serrekunda
Salmonella,4016304,"Salmonella II 3,10:l,v:z6"
Salmonella,4016305,Salmonella II 17:z10:-
Salmonella,4016307,Salmonella Potengi
Salmonella,4016308,Salmonella II 18:z10:z6
Salmonella,4016309,"Salmonella II 21:g,[m],[s],t:-"
Salmonella,4016561,Salmonella Hayindogo
Salmonella,4016562,Salmonella Petahtikve
Salmonella,4016563,Salmonella Ochiogu
Salmonella,4016564,Salmonella Thies
Salmonella,4016565,"Salmonella VI 11:a:1,5"
Salmonella,4016566,Salmonella II 11:a:z6:z42
Salmonella,4016567,"Salmonella II 11:c:e,n,z15"
Salmonella,4016568,"Salmonella IIIb 11:l,v:z53"
Salmonella,4016569,Salmonella Euston
Salmonella,4016570,Salmonella Maroua
Salmonella,4016571,"Salmonella II 1,13,23:m,t:1,5"
Salmonella,4016572,"Salmonella II 1,13,23:m,t:e,n,x"
Salmonella,4016573,"Salmonella II 13,22:m,t:z42:z39"
Salmonella,4016574,"Salmonella II 1,13,23:l,z28:z42"
Salmonella,4016575,"Salmonella V 13,22:r:-"
Salmonella,4016576,"Salmonella II 1,13,23:z:1,5"
Salmonella,4016577,"Salmonella IIIa 13,23:z4,z23,[z32]:-"
Salmonella,4016578,"Salmonella II 13,22:z39:1,7"
Salmonella,4016579,"Salmonella II 1,13,23:z39:1,5,7"
Salmonella,4016580,"Salmonella II 1,13,23:e,n,x:1,[5],7"
Salmonella,4016581,"Salmonella VI [1],6,14:a:1,5"
Salmonella,4016582,"Salmonella IIIb 6,14:l,v:z53"
Salmonella,4016583,"Salmonella VI 1,6,14,25:z10:1,(2),7"
Salmonella,4016584,"Salmonella II 1,6,14:z10:1,5"
Salmonella,4016585,Salmonella Laredo
Salmonella,4016586,Salmonella Sculcoates
Salmonella,4016587,"Salmonella II 16:g,[m],[s],t:[1,5]:[z42]"
Salmonella,4016590,Salmonella Agbara
Salmonella,4016591,"Salmonella II 16:z29:1,5"
Salmonella,4016592,"Salmonella II 16:z35:e,n,x"
Salmonella,4016593,"Salmonella II 16:z36:e,n,z15"
Salmonella,4016594,"Salmonella II 16:z42:1,(5),7"
Salmonella,4016596,Salmonella Tendeba
Salmonella,4016597,Salmonella Hadejia
Salmonella,4017111,Salmonella Lowestoft
Salmonella,4017112,Salmonella Lancaster
Salmonella,4017117,"Salmonella II 4,12:g,z62:-"
Salmonella,4017118,Salmonella Haduna
Salmonella,4017119,Salmonella Finaghy
Salmonella,4017120,Salmonella Loubomo
Salmonella,4017121,"Salmonella II 4,12,:z:z39"
Salmonella,4017122,Salmonella Vuadens
Salmonella,4017123,Salmonella Maska
Salmonella,4017124,Salmonella Namibia
Salmonella,4017125,"Salmonella II 6,7:m,t:-"
Salmonella,4017126,Salmonella Planckendael
Salmonella,4017127,"Salmonella IV 6,7:z4,z23:-"
Salmonella,4017128,"Salmonella II 6,7:z6:1,7"
Salmonella,4017131,Salmonella Oranienburg var 14+
Salmonella,4017132,Salmonella Livingstone var 14+
Salmonella,4017133,"Salmonella II 6,7:l,z28:z6"
Salmonella,4017135,Salmonella Bsilla
Salmonella,4017136,Salmonella Daula
Salmonella,4017137,Salmonella Ramiremont
Salmonella,4017138,Salmonella Kolda
Salmonella,4017139,Salmonella Sindelfingen
Salmonella,4017140,"Salmonella II 1,9,12:a:z42"
Salmonella,4017141,"Salmonella II 1,9,12:b:e,n,x"
Salmonella,4017142,"Salmonella II 1,9,12:b:z39"
Salmonella,4017144,"Salmonella II 9,12:d:e,n,x"
Salmonella,4017145,"Salmonella II 9,12:d:z39"
Salmonella,4017146,"Salmonella II 1,9,12:g,m,s,t:e,n,x"
Salmonella,4017147,"Salmonella II 1,9,12:z:1,7"
Salmonella,4017148,Salmonella Ruanda
Salmonella,4017149,"Salmonella II 1,9,12:z39:1,7"
Salmonella,4017150,Salmonella Macclesfield
Salmonella,4017151,"Salmonella II 9,46:g,[m],[s],t:[e,n,x]"
Salmonella,4017153,"Salmonella II 1,9,12,46,27:a:z6"
Salmonella,4017819,Salmonella II 47:z:z6
Salmonella,4017820,Salmonella Buckeye
Salmonella,4017821,"Salmonella II 48:z10:[1,5]"
Salmonella,4017822,Salmonella V 48:z81:-
Salmonella,4017823,Salmonella IV 50:a:-
Salmonella,4017824,"Salmonella II 50:g,z62:e,n,x"
Salmonella,4017825,Salmonella II 50:k:z6
Salmonella,4017826,"Salmonella IIIa 50:z4,z32:-"
Salmonella,4017827,"Salmonella IV 50:z4,z32:-"
Salmonella,4017828,Salmonella II 50:z10:z6:z42
Salmonella,4017829,Salmonella IV 51:a:-
Salmonella,4017830,"Salmonella IIIa 51:z4,z32:-"
Salmonella,4017832,Salmonella II 52:z:z39
Salmonella,4017833,"Salmonella II 52:z44:1,5,7"
Salmonella,4017834,"Salmonella II 53:l,z28:z39"
Salmonella,4017835,Salmonella Newholland
Salmonella,4017836,Salmonella II 56:z:z6
Salmonella,4017837,Salmonella II 57:a:z42
Salmonella,4017838,"Salmonella IIIb 57:c:e,n,x,z15"
Salmonella,4017839,"Salmonella II 58:l,z13,z28:1,5"
Salmonella,4017840,Salmonella IIIb 58:z10:z53
Salmonella,4017841,"Salmonella IIIb 59:i:e,n,x,z15"
Salmonella,4017842,Salmonella IIIb 59:r:z35
Salmonella,4017843,"Salmonella II 1,59:z:z6"
Salmonella,4017844,Salmonella IIIb 59:z52:z53
Salmonella,4017845,Salmonella II 60:b:-
Salmonella,4017846,"Salmonella II 60:g,m,t:z6"
Salmonella,4017847,Salmonella IIIb 60:z10:z53
Salmonella,4017848,"Salmonella II 60:z29:e,n,x"
Salmonella,4017849,Salmonella IIIb 61:r:z
Salmonella,4017850,Salmonella IIIb 65:r:z35
Salmonella,4017851,"Salmonella IIIb 65:z52:e,n,x,z15"
Salmonella,4018099,Salmonella Rothenburgsort
Salmonella,4018100,Salmonella IIIb 38:(k):z35
Salmonella,4018101,Salmonella IIIb 38:r:z:[z57]
Salmonella,4018102,Salmonella IIIb 38:z61:[z53]
Salmonella,4018103,"Salmonella II 39:e,n,x:1,7"
Salmonella,4018104,"Salmonella II 39:[g],m,t:[e,n,x]"
Salmonella,4018105,Salmonella Alma
Salmonella,4018107,"Salmonella II 39:l,z28:z39"
Salmonella,4018108,Salmonella Hegau
Salmonella,4018109,"Salmonella II 1,40:g,[m],[s],[t]:e,n,x"
Salmonella,4018110,"Salmonella II 1,40:g,t:e,n,x,z15"
Salmonella,4018111,"Salmonella II 1,40:g,[m],[s],t:z42"
Salmonella,4018112,"Salmonella II 1,40:k:e,n,x,z15"
Salmonella,4018113,"Salmonella II 1,40:l,z28:1,5:z42"
Salmonella,4018114,"Salmonella V 1,40:z35:-"
Salmonella,4018115,"Salmonella V 1,40:z81:-"
Salmonella,4018116,Salmonella Sica
Salmonella,4018117,"Salmonella II 41:g,t:-"
Salmonella,4018118,"Salmonella II 41:k:1,6"
Salmonella,4018119,"Salmonella II 41:z:1,5"
Salmonella,4018120,Salmonella Bofflens
Salmonella,4018121,"Salmonella II 41:z10:1,2"
Salmonella,4018122,"Salmonella II 41:z10:e,n,x,z"
Salmonella,4018123,Salmonella Ahoutoue
Salmonella,4018124,"Salmonella II 41:g,m,s,t:z6"
Salmonella,4018125,"Salmonella II 42:b:e,n,x,z15"
Salmonella,4018126,"Salmonella II 42:e,n,x:1,6"
Salmonella,4018128,"Salmonella II 1,42:l,w:e,n,x"
Salmonella,4018129,Salmonella II 42:r:-
Salmonella,4018130,Salmonella Hennekamp
Salmonella,4018418,Salmonella Yardley
Salmonella,4018419,Salmonella Vanier
Salmonella,4018513,Salmonella II 30:a:z39
Salmonella,4018514,"Salmonella II 30:l,z28:z6"
Salmonella,4018515,Salmonella Grandhaven
Salmonella,4018517,Salmonella Gouloumbo
Salmonella,4018518,"Salmonella II 35:m,t-"
Salmonella,4018519,Salmonella IIIb 35:i:z35
Salmonella,4018520,"Salmonella IIIb 35:l,v:z35:[z67]"
Salmonella,4018521,"Salmonella IIIb 38:k: e,n,x,z15"
Salmonella,4018522,Salmonella IIIb 38:z53:-
Salmonella,4018523,"Salmonella II 39:-:1,7"
Salmonella,4018524,"Salmonella II 1,40:c:e,n,x,z15"
Salmonella,4018525,Salmonella II 40:d:-
Salmonella,4018526,"Salmonella II 1.40:e,n,x :1,[5],7"
Salmonella,4018527,"Salmonella IV 1,40:g,z51:-"
Salmonella,4018529,Salmonella II 40:z:z42
Salmonella,4018530,"Salmonella IV 1,40:z4,z23:-"
Salmonella,4018531,"Salmonella II 1,40:z39:1,5:z42"
Salmonella,4018648,"Salmonella II 45:g,m,t:e,n,x,z15"
Salmonella,4018649,Salmonella Transvaal
Salmonella,4018650,Salmonella Wenatchee
Salmonella,4018651,"Salmonella II 47:b:1,5"
Salmonella,4018652,Salmonella II 47:b:z6
Salmonella,4025135,Salmonella species antibody
Salmonella,4018532,"Salmonella II 1,40:z39:1,6"
Salmonella,4018533,"Salmonella IIIb 40:z39:1,6"
Salmonella,4018534,"Salmonella II 1,40:z42:1,6"
Salmonella,4018535,"Salmonella VI 41:b:1,7"
Salmonella,4018536,Salmonella Ferlo
Salmonella,4018537,Salmonella IV 41:z29:-
Salmonella,4018538,Salmonella Orbe
Salmonella,4018539,"Salmonella IIIb 42:k:e,n,x,z15"
Salmonella,4018540,"Salmonella II 42:z:e,n,x,z15"
Salmonella,4018541,Salmonella II 42:z:z6
Salmonella,4018542,Salmonella Broc
Salmonella,4018543,"Salmonella IV 1,42:z4,z24:-"
Salmonella,4018544,"Salmonella II 43:a:1,5"
Salmonella,4018545,"Salmonella II 43:g,t:[1,5]"
Salmonella,4018546,"Salmonella IIIb 44:g,t:1,5:z42"
Salmonella,4018547,Salmonella Ploufragan
Salmonella,4018548,"Salmonella IV 1,44:z4,z32:-"
Salmonella,4018549,Salmonella Llobregat
Salmonella,4018550,"Salmonella II 1,44:z39:e,n,x,z15"
Salmonella,4018551,Salmonella V 44:z39:-
Salmonella,4018552,"Salmonella II 44:z29:e,n,x:z42"
Salmonella,4018553,"Salmonella VI 45:a:e,n,x"
Salmonella,4018554,"Salmonella II 45:g,m,s,t:1,5"
Salmonella,4018555,"Salmonella II 45:g,m,s,t:e,n,x"
Salmonella,4018653,Salmonella II 47:d:z39
Salmonella,4018654,"Salmonella IV 47:l,v:-"
Salmonella,4018655,"Salmonella IIIb 47:r:e,n,x,z15"
Salmonella,4018656,"Salmonella II 47:z29:e,n,x,z15"
Salmonella,4018657,Salmonella II 48:d:z6
Salmonella,4018658,Salmonella IIIb 48:i:z61
Salmonella,4018659,Salmonella Australia
Salmonella,4018660,Salmonella IV 48:z29:-
Salmonella,4018661,Salmonella V 48:z39:-
Salmonella,4018662,Salmonella V 48:z41:-
Salmonella,4018664,Salmonella V 48:z65:-
Salmonella,4018665,Salmonella IV 50:d:-
Salmonella,4018666,"Salmonella II 50:e,n,x:1,7"
Salmonella,4018667,"Salmonella IV 50:g,z51:-"
Salmonella,4018668,"Salmonella II 50:k:e,n,x:z42"
Salmonella,4018669,"Salmonella VI 50:l,v:z67"
Salmonella,4018670,Salmonella IIIb 50:z:z52
Salmonella,4018671,Salmonella IV 51:b:-
Salmonella,4018672,"Salmonella II 51:g,s,t:e,n,x"
Salmonella,4018673,Salmonella Moundou
Salmonella,4018674,"Salmonella II 51:l,z28:z6"
Salmonella,4018675,"Salmonella II 51:l,z28:z39"
Salmonella,4018676,Salmonella II 52:d:z39
Salmonella,4018677,"Salmonella II 53:l,z28:z6"
Salmonella,4018678,Salmonella IIIb 53:r:z68
Salmonella,4018679,Salmonella Barry
Salmonella,4018681,Salmonella IIIb 57:z10:z
Salmonella,4018682,"Salmonella II 57:z39:e,n,x,z15"
Salmonella,4018683,Salmonella IIIb 58:k:z
Salmonella,4018684,"Salmonella II 58:z6:1,6"
Salmonella,4018686,Salmonella IIIb 60:i:z
Salmonella,4018687,Salmonella IIIb 61:k:z35
Salmonella,4018689,Salmonella IIIa 62:z36:-
Salmonella,4019081,"Salmonella serotype B, 5:-:1,2"
Salmonella,4019082,Salmonella Bloomsbury
Salmonella,4019481,Salmonella Hillingdon
Salmonella,4019607,"Salmonella, serogroup D"
Salmonella,4019608,"Salmonella, serogroup G"
Salmonella,4019774,Salmonella Lawndale
Salmonella,4020172,Salmonella enterica subspecies enterica serovar Typhi flagellar antigen
Salmonella,4020474,"Salmonella serotype C1,7:l,w:-"
Salmonella,4020938,Salmonella Bethune
Salmonella,4021371,Salmonella Asylanta
Salmonella,4021608,Salmonella group O:51
Salmonella,4021609,Salmonella group O:57
Salmonella,4021610,Salmonella group O:62
Salmonella,4021611,Salmonella group O:65
Salmonella,4021843,Salmonella Cullingworth
Salmonella,4026214,Salmonella enterica subspecies enterica serovar Paratyphi A antibody
Salmonella,4026225,"Salmonella Paratyphi A, H antibody"
Salmonella,4026226,Salmonella enterica subspecies enterica serovar Paratyphi A O antibody
Salmonella,4026227,Salmonella enterica subspecies enterica serovar Paratyphi B O antibody
Salmonella,4026228,Salmonella enterica subspecies enterica serovar Paratyphi C O antibody
Salmonella,4027429,Salmonella Roan
Salmonella,4027527,Salmonella Montreal
Salmonella,4027635,"Salmonella II 30:g,m,s:e,n,x"
Salmonella,4022832,Salmonella group O:58
Salmonella,4022833,Salmonella group O:66
Salmonella,4023387,Salmonella Omuna
Salmonella,4023388,"Salmonella II 3,10,15:g,m,s,t:-"
Salmonella,4023945,Salmonella Babelsberg
Salmonella,4024075,"Salmonella Typhi group D, O antibody"
Salmonella,4024273,"Salmonella IV 57:z4,z23:-"
Salmonella,4024280,Salmonella Fitzroy
Salmonella,4029068,Salmonella Clerkenwell
Salmonella,4024803,"Salmonella Typhi group D, H antibody"
Salmonella,4025027,Salmonella group O:52
Salmonella,4025028,Salmonella group O:53
Salmonella,4025029,Salmonella group O:55
Salmonella,4025030,Salmonella group O:59
Salmonella,4025031,Salmonella group O:61
Salmonella,4025615,Salmonella enterica subspecies enterica serovar Paratyphi B antibody
Salmonella,4030077,Salmonella Brefet
Salmonella,4030083,Salmonella Bodjonegoro
Salmonella,4030093,"Salmonella II 1,40:(z42):1,(5),7"
Salmonella,4030158,"Salmonella II 9,12,(46),27:g,t:e,n,x"
Salmonella,4030467,Salmonella Kaitaan
Salmonella,4030565,Salmonella Kahla
Salmonella,4030882,Salmonella Gdansk
Salmonella,4025830,Salmonella Hydra
Salmonella,4026099,Salmonella Huddinge
Salmonella,4032138,Salmonella Tees
Salmonella,4032302,"Salmonella II 1,9,12,(46),27:z4,z24:1,5"
Salmonella,4032779,"Salmonella IV 11:z4,z32:-"
Salmonella,4032949,Salmonella Riverside
Salmonella,4032958,Salmonella Mampeza
Salmonella,4033372,"Salmonella II 43:e,n,x,z15:1,6"
Salmonella,4028670,Salmonella Freetown
